Province,Estrato Florestal,id_parcela,Ycoordinate,Xcoordinate, Vt (m3_ha) , Vc (m3_ha) , AGB (ton_ha) , BGB (ton_ha) ,year,size
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0318874,-22.25417551,32.66129795,0,0,0,0,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",GZ0214042,-22.28847011,32.34963161,0,0,0,0,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",GZ0214043,-22.288474,32.35060232,0,0,0,0,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",GZ0214041,-22.28937348,32.34962743,17.18,7.44,15.08,7.37,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",GZ0214044,-22.28937737,32.35059815,32.48,11.73,30.7,11.93,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",993,-22.30379359,35.0589146,62.02,16.04,69.87,31.74,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",992,-22.3038059,35.05794435,19.38,3.63,23.46,13.61,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",994,-22.30469642,35.05892783,47.46,3.99,55.88,28.5,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",991,-22.30470874,35.05795758,38.35,3.23,39.96,23.15,2016,0.1
Inhambane,Floresta (semi-) sempreverde,1003,-22.31566934,33.62237667,28.81,2.88,36.17,10.36,2016,0.1
Inhambane,Floresta (semi-) sempreverde,1002,-22.31567307,33.62140577,26.43,0,44.03,12.33,2016,0.1
Inhambane,Floresta (semi-) sempreverde,1004,-22.31657271,33.62238068,26.66,5.21,34.95,9.81,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",1001,-22.31657643,33.62140977,31.82,3.72,32.13,19.33,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0072322,-22.33087024,31.86393475,10.53,0.67,10.62,7.47,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0072323,-22.33087704,31.86490562,0,0,0,0,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0072321,-22.33177348,31.86392743,12.95,3.44,13.31,9.77,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0072324,-22.33178028,31.86489831,18.05,2.26,18.08,10.42,2016,0.1
Inhambane,Mecrusse,963,-22.34791985,34.28285651,187.59,177.33,148.81,38.53,2016,0.1
Inhambane,Mecrusse,962,-22.34792754,34.28188557,113.97,97.7,92.07,24.38,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",953,-22.34851647,34.20518008,7.43,0,7.99,5.33,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",952,-22.3485237,34.20420911,5.1,0.72,8.48,3.84,2016,0.1
Inhambane,Mecrusse,964,-22.34882304,34.28286478,168.67,161.28,135.41,45.99,2016,0.1
Inhambane,Mecrusse,961,-22.34883073,34.28189383,78.16,53.25,65.2,20.34,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",954,-22.34941969,34.20518785,8.28,2.02,11.83,5.71,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",951,-22.34942691,34.20421687,14.42,0,14.48,10.33,2016,0.1
Inhambane,Mecrusse,973,-22.35094098,33.81676302,2.13,0,2.6,0.73,2016,0.1
Inhambane,Mecrusse,972,-22.35094588,33.81579192,33.13,4.16,47.18,13.21,2016,0.1
Inhambane,Mecrusse,974,-22.35184431,33.81676829,8.03,0,29.82,8.35,2016,0.1
Inhambane,Mecrusse,971,-22.3518492,33.81579718,43.67,9.76,65.59,18.37,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0111212,-22.36803672,32.00928739,22.67,3.26,22.51,12.78,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0111213,-22.36804266,32.01025857,14.57,0.24,14.32,9.33,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0111211,-22.36894,32.009281,24.08,9.02,22.97,10.93,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0111214,-22.36894594,32.01025218,23.47,1.93,23.05,14.05,2016,0.1
Gaza,Mopane,2015-GZ0531433,-22.37092731,33.21466496,0,0,0,0,2016,0.1
Gaza,Mopane,2015-GZ0531432,-22.37092859,33.21369362,13.29,5.59,10.46,4.88,2016,0.1
Gaza,Mopane,2015-GZ0531434,-22.37183072,33.21466634,29.01,12.57,24.87,10.67,2016,0.1
Gaza,Mopane,2015-GZ0531431,-22.371832,33.213695,36.02,14.51,32.17,12.18,2016,0.1
Inhambane,Mecrusse,833,-22.41886517,34.438944,135.37,41.3,109.04,30.27,2016,0.1
Inhambane,Mecrusse,832,-22.41887382,34.43797263,50.01,14.52,45.32,14.61,2016,0.1
Inhambane,Mecrusse,663,-22.41920658,34.40008891,169.27,89.45,133.02,29.85,2016,0.1
Inhambane,Mecrusse,662,-22.419215,34.39911752,195.12,97.74,166.24,41.16,2016,0.1
Inhambane,Mecrusse,834,-22.4197683,34.43895331,136.83,70.05,108.05,28.04,2016,0.1
Inhambane,Mecrusse,831,-22.41977695,34.43798193,53.1,20.92,42.92,11.14,2016,0.1
Inhambane,Mecrusse,664,-22.42010972,34.40009796,231.03,115.15,181.79,40.27,2016,0.1
Inhambane,Mecrusse,661,-22.42011814,34.39912657,277.49,81.71,220.66,50.81,2016,0.1
Inhambane,Mecrusse,943,-22.42339862,33.77832057,6.69,0,9.4,2.63,2016,0.1
Inhambane,Mecrusse,942,-22.4234033,33.77734896,30.54,9,39.2,10.98,2016,0.1
Inhambane,Mecrusse,933,-22.4240728,33.62285872,25.67,0,31,8.68,2016,0.1
Inhambane,Mecrusse,932,-22.42407655,33.62188707,16.55,1.34,27.93,7.82,2016,0.1
Inhambane,Mecrusse,944,-22.42430195,33.77832561,19.33,3.72,28.2,7.89,2016,0.1
Inhambane,Mecrusse,941,-22.42430663,33.77735399,88.16,21.29,117.53,32.91,2016,0.1
Inhambane,Mecrusse,934,-22.42497616,33.62286275,19.66,5.09,29.24,8.19,2016,0.1
Inhambane,Mecrusse,931,-22.4249799,33.62189109,9.43,0,22.68,6.39,2016,0.1
Gaza,Floresta (semi-) sempreverde,2015-GZA0020182,-22.42827034,31.60073648,84.37,2.06,157.93,39.95,2016,0.1
Gaza,Floresta (semi-) sempreverde,2015-GZA0020183,-22.42827876,31.60170793,57.83,1.14,102.82,25.81,2016,0.1
Gaza,Floresta (semi-) sempreverde,2015-GZA0020181,-22.42917348,31.60072743,31.4,1.15,66.01,15.49,2016,0.1
Gaza,Floresta (semi-) sempreverde,2015-GZA0020184,-22.42918189,31.60169889,83.09,0,111.76,31.29,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0060922,-22.45705279,31.81429068,27.4,12.75,25.02,13.78,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0060923,-22.45705993,31.81526242,27.32,11.27,24.96,15.4,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0060921,-22.457956,31.814283,16.85,8,15.13,9.9,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0060924,-22.45796314,31.81525474,28.35,15.5,25.79,18.27,2016,0.1
Inhambane,Floresta (semi-) sempreverde,903,-22.48175619,35.25586171,8.63,2.54,9.4,4.93,2016,0.1
Inhambane,Floresta (semi-) sempreverde,902,-22.48176979,35.25489035,10.72,4.68,11.39,7.37,2016,0.1
Inhambane,Floresta (semi-) sempreverde,904,-22.48265889,35.25587634,15.18,7.56,16.26,11.48,2016,0.1
Inhambane,Floresta (semi-) sempreverde,901,-22.48267249,35.25490498,11.78,5.51,12.54,8.75,2016,0.1
Inhambane,Mecrusse,913,-22.49618589,33.6620679,171.87,55.09,135.65,33.53,2016,0.1
Inhambane,Mecrusse,912,-22.49618988,33.66109575,306.06,86.99,240.67,72.25,2016,0.1
Inhambane,Mecrusse,914,-22.49708923,33.6620722,123.72,48.76,98.35,24.16,2016,0.1
Inhambane,Mecrusse,911,-22.49709323,33.66110004,212.52,75.82,168.11,39.45,2016,0.1
Inhambane,Mopane,893,-22.53262075,33.58444714,0,0,0,0,2016,0.1
Inhambane,Mopane,892,-22.53262428,33.58347472,0,0,0,0,2016,0.1
Inhambane,Mecrusse,873,-22.5333792,33.31216341,41.68,15.81,34.74,13.74,2016,0.1
Inhambane,Mopane,872,-22.53338109,33.31119095,67.82,24.87,50.28,18.05,2016,0.1
Inhambane,Mopane,894,-22.5335241,33.58445094,0,0,0,0,2016,0.1
Inhambane,Mopane,891,-22.53352763,33.58347852,21.49,0,31.91,8.93,2016,0.1
Inhambane,Mopane,874,-22.53428259,33.31216544,27.57,7.86,22.57,10.84,2016,0.1
Inhambane,Mecrusse,871,-22.53428447,33.31119297,69.63,33.72,116.6,32.9,2016,0.1
Inhambane,Mecrusse,853,-22.55556712,35.14040603,12.69,6.04,14.87,8.52,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",852,-22.55558006,35.13943408,21.45,6.99,21.97,13.19,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",854,-22.55646988,35.14041996,14.01,6.29,15.7,9.43,2016,0.1
Inhambane,Mecrusse,851,-22.55648282,35.139448,11.98,4.31,15.51,7.86,2016,0.1
Inhambane,Mopane,863,-22.564367,34.32375051,53.79,0.85,54.02,14.48,2016,0.1
Inhambane,Mopane,862,-22.564375,34.32277807,60.76,4.29,81.48,22.87,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",843,-22.56498884,34.24595462,24.53,6.01,23.7,16.73,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",842,-22.56499638,34.24498215,10.6,4.95,9.61,4.26,2016,0.1
Inhambane,Mopane,864,-22.56527015,34.32375913,21.76,2.67,30.3,8.29,2016,0.1
Inhambane,Mopane,861,-22.56527815,34.32278669,18.38,2.52,30.2,7.87,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",844,-22.56589202,34.24596273,8.51,2.37,8.29,6.18,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",841,-22.56589956,34.24499026,5.95,0.74,6.08,4.24,2016,0.1
Gaza,Mopane,2015-GZ0372772,-22.57867009,32.81512864,39.79,16.15,27.23,12.68,2016,0.1
Gaza,Mopane,2015-GZ0372773,-22.57867121,32.81610142,65.08,22.71,45.22,17.36,2016,0.1
Gaza,Mopane,2015-GZ0372771,-22.57957348,32.81512743,0,0,0,0,2016,0.1
Gaza,Mopane,2015-GZ0372774,-22.5795746,32.81610022,83.22,36.4,60.8,23.45,2016,0.1
Inhambane,Mecrusse,813,-22.59167749,35.14096396,40.4,12.35,64.09,17.95,2016,0.1
Inhambane,Mecrusse,812,-22.59169046,35.13999175,38.96,3.96,54.43,15.24,2016,0.1
Inhambane,Mecrusse,814,-22.59258025,35.14097792,23.83,1.66,35.15,9.84,2016,0.1
Inhambane,Mecrusse,811,-22.59259321,35.14000571,8.27,0.79,14.47,4.05,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",763,-22.59269589,35.06318559,17.83,0.85,21.18,12.8,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",762,-22.59270839,35.06221333,39.41,2.8,38.03,21.45,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",764,-22.5935987,35.06319904,83.02,2.33,76.66,35.04,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",761,-22.59361119,35.06222678,51.96,9.22,52.22,29.69,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",793,-22.60049298,34.32409576,59.93,30.83,53.2,20.66,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",792,-22.600501,34.32312308,38.64,6.71,44.33,22.29,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",794,-22.60139613,34.3241044,28.2,0,31.26,20.52,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",791,-22.60140415,34.32313171,35.77,0.57,36.58,20.87,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0188662,-22.60427016,32.27033219,22.39,4.23,22.61,11.59,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0188663,-22.60427458,32.27130509,51.83,19.47,45.7,15.51,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0188661,-22.60517348,32.27032743,3.83,0,4.18,2.26,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0188664,-22.6051779,32.27130033,33.48,5.56,31.06,14.74,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0236172,-22.62295766,32.41614481,0,0,0,0,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0236173,-22.6229612,32.41711787,0,0,0,0,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0236171,-22.623861,32.416141,13.81,3.99,13.73,6.76,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0236174,-22.62386454,32.41711406,0,0,0,0,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",733,-22.63629261,34.36335891,50.15,14.45,47.62,24.4,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",732,-22.63630088,34.36238599,52.05,12.89,62.77,26.34,2016,0.1
Inhambane,Mecrusse,743,-22.63693555,34.28552382,93.41,52.1,77.02,21.66,2016,0.1
Inhambane,Mecrusse,742,-22.63694335,34.28455086,42.97,23.25,40.05,15.82,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",734,-22.63719574,34.36336783,80.87,18.74,71.04,32.01,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",731,-22.63720401,34.3623949,71.25,11.62,69.97,34.44,2016,0.1
Inhambane,Mecrusse,753,-22.63724285,34.24660523,159.71,90.26,126.04,29.35,2016,0.1
Inhambane,Mecrusse,752,-22.63725042,34.24563226,170.07,101.31,134.43,31.74,2016,0.1
Inhambane,Mecrusse,723,-22.63754072,34.20768598,52,13,44.05,15.37,2016,0.1
Inhambane,Mecrusse,722,-22.63754804,34.20671299,134.87,46.55,107.56,29.52,2016,0.1
Inhambane,Mecrusse,744,-22.6378387,34.28553222,52.16,16.11,46.72,13.51,2016,0.1
Inhambane,Mecrusse,741,-22.6378465,34.28455926,27.66,12.12,25.69,10.61,2016,0.1
Inhambane,Mecrusse,754,-22.63814602,34.24661338,131.41,71.48,104.28,24.02,2016,0.1
Inhambane,Mecrusse,751,-22.63815359,34.2456404,158,82.56,124.68,28.35,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",724,-22.6384439,34.20769388,15.11,3.87,15.41,8.73,2016,0.1
Inhambane,Mecrusse,721,-22.63845123,34.20672088,48.13,9.35,39.82,14.42,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",703,-22.64161395,33.3902652,29.68,1.21,29.33,13.92,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",702,-22.64161632,33.38929199,23.51,5.7,19.8,9.46,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",704,-22.64251732,33.39026775,26.99,0.35,28.62,13.58,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",701,-22.64251968,33.38929453,29.53,2.66,27.21,16.25,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0083632,-22.66547026,31.90983457,16.38,9.14,17.59,12.56,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0083633,-22.66547688,31.91080779,9.56,1.78,10.36,7.92,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0083631,-22.66637348,31.90982743,0,0,0,0,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0083634,-22.6663801,31.91080066,4.93,2.37,5.69,4.37,2016,0.1
Gaza,Mecrusse,2015-GZ0182472,-22.66737017,32.25043234,58.44,21.42,54.33,13.8,2016,0.1
Gaza,Mecrusse,2015-GZ0182473,-22.66737473,32.25140567,87.88,32.31,80.17,21.64,2016,0.1
Gaza,Mecrusse,2015-GZ0182471,-22.66827348,32.25042743,0,0,0,0,2016,0.1
Gaza,Mecrusse,2015-GZ0182474,-22.66827803,32.25140077,0,0,0,0,2016,0.1
Inhambane,Mecrusse,643,-22.67274445,34.32478838,252.6,90.36,198.97,47.04,2016,0.1
Inhambane,Mecrusse,642,-22.6727525,34.32381519,64.9,13.88,59.55,15.64,2016,0.1
Inhambane,Mecrusse,644,-22.67364759,34.32479706,220.04,77.81,174,40.7,2016,0.1
Inhambane,Mecrusse,641,-22.67365564,34.32382386,32.05,0,80.84,22.63,2016,0.1
Inhambane,Mopane,673,-22.673668,34.20800211,35.27,10.09,50.49,14.08,2016,0.1
Inhambane,Mopane,672,-22.67367534,34.20702886,62.1,20.68,94.57,26.48,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",683,-22.67395693,34.16907203,34.68,6.23,39.12,17.14,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",682,-22.67396404,34.16809877,20.96,8.83,23.45,11.03,2016,0.1
Inhambane,Mopane,674,-22.67457118,34.20801002,42.92,8.14,61.44,17.22,2016,0.1
Inhambane,Mopane,671,-22.67457852,34.20703677,33.31,9.12,42.33,11.77,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",684,-22.67486013,34.16907969,7.08,1.35,8.77,6.31,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",681,-22.67486723,34.16810642,18.51,5.83,19.58,11.85,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0099622,-22.68387025,31.96813419,27.13,11.22,27.54,20.84,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0099623,-22.68387652,31.96910757,26.73,10.53,26.29,15.78,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0099621,-22.68477348,31.96812743,49.23,13.47,49.76,25.91,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0099624,-22.68477975,31.96910081,9.73,1.19,11.21,7.26,2016,0.1
Inhambane,Mecrusse,623,-22.70886993,34.32513575,52.93,21.72,62.07,16.38,2016,0.1
Inhambane,Mecrusse,622,-22.708878,34.3241623,22.74,0.25,58.53,16.38,2016,0.1
Inhambane,Mecrusse,624,-22.70977307,34.32514444,18.49,0.31,28.07,7.87,2016,0.1
Inhambane,Mecrusse,621,-22.70978113,34.32417099,239.46,98.91,201.71,49.53,2016,0.1
Inhambane,Mecrusse,633,-22.70979512,34.20831887,132.43,48.94,107.5,26.02,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",632,-22.70980247,34.20734537,28.85,3.31,26.79,11.95,2016,0.1
Inhambane,Mecrusse,634,-22.71069829,34.2083268,127.45,53.56,106.15,24.32,2016,0.1
Inhambane,Mecrusse,631,-22.71070564,34.20735329,91.25,37.13,74.22,19.35,2016,0.1
Inhambane,Mopane,653,-22.71367362,33.46836715,64.15,16.86,56.57,20.38,2016,0.1
Inhambane,Mopane,652,-22.71367647,33.46739343,50.25,13.27,41.96,15.05,2016,0.1
Inhambane,Mopane,654,-22.71457697,33.46837022,47.84,19.71,33.81,13.83,2016,0.1
Inhambane,Mopane,651,-22.71457982,33.4673965,37.88,11.82,26.74,9.22,2016,0.1
Gaza,Mecrusse,GZ0167322,-22.73043171,32.20145124,89.15,44.18,80.62,19.94,2016,0.1
Gaza,Mecrusse,GZ0167323,-22.73043657,32.20242501,62.12,21.48,60.75,15.86,2016,0.1
Gaza,Mecrusse,GZ0167321,-22.731335,32.201446,62.47,29.2,52.12,12.58,2016,0.1
Gaza,Mecrusse,GZ0167324,-22.73133986,32.20241977,136.95,45.09,145.78,37.43,2016,0.1
Inhambane,Floresta (semi-) sempreverde,583,-22.73163602,35.45459856,26.52,13.48,27.65,17.71,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",582,-22.73165097,35.45362558,52.53,22.34,56.31,29.29,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",713,-22.7322293,35.41567898,59.54,41.88,61.31,33.63,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",712,-22.73224401,35.41470597,62.03,43.47,79.68,36.28,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",584,-22.73253856,35.45461467,53.52,28.26,48.56,34.11,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",581,-22.73255351,35.45364169,41.31,16.38,53.42,26.36,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",714,-22.73313187,35.41569484,16.73,9.7,18.08,11.95,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",711,-22.73314658,35.41472183,21.95,13.53,27.95,17.73,2016,0.1
Inhambane,Mopane,613,-22.74466733,34.36443162,61.18,17.6,67.76,18.6,2016,0.1
Inhambane,Mecrusse,612,-22.74467564,34.36345793,71.47,28.02,73.66,19.23,2016,0.1
Inhambane,Mopane,573,-22.74499525,34.32548382,46.63,3.11,58.26,16.31,2016,0.1
Inhambane,Mecrusse,572,-22.74500332,34.32451012,64.58,6.16,83.57,22.93,2016,0.1
Inhambane,Floresta (semi-) sempreverde,603,-22.74531368,34.28653532,72.41,19.88,118.26,33.11,2016,0.1
Inhambane,Mecrusse,602,-22.74532152,34.2855616,174.42,87.54,140.19,32.4,2016,0.1
Inhambane,Mecrusse,614,-22.74557045,34.36444059,80.28,22.33,108.29,29.8,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",611,-22.74557876,34.36346689,71.98,15.63,71,40.29,2016,0.1
Inhambane,Mecrusse,593,-22.74562262,34.24758613,13.03,0.12,20.78,5.82,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",592,-22.74563022,34.2466124,18.74,1.31,23.62,14.51,2016,0.1
Inhambane,Mecrusse,574,-22.74589838,34.32549254,239.05,56.57,200.94,61.46,2016,0.1
Inhambane,Floresta (semi-) sempreverde,571,-22.74590646,34.32451883,41.16,2.59,60.64,16.96,2016,0.1
Inhambane,Mecrusse,604,-22.74621682,34.28654378,44.35,13.53,44.32,11.56,2016,0.1
Inhambane,Mecrusse,601,-22.74622466,34.28557005,198.21,112.28,159.65,38.14,2016,0.1
Inhambane,Mecrusse,533,-22.74649248,34.13073466,30.29,0.23,46.93,13.14,2016,0.1
Inhambane,Mecrusse,532,-22.74649937,34.12976087,12.6,1.59,23.43,6.56,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",594,-22.74652577,34.24759433,3.5,0.46,3.88,2.82,2016,0.1
Inhambane,Mecrusse,591,-22.74653338,34.24662059,34.39,4.86,50.41,14.12,2016,0.1
Inhambane,Mecrusse,523,-22.74676345,34.09178293,25.29,0,43.97,12.31,2016,0.1
Inhambane,Mecrusse,522,-22.7467701,34.09080913,19.35,0.47,40.25,11.27,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",534,-22.74739568,34.13074209,7.28,1.3,7.56,4.96,2016,0.1
Inhambane,Mecrusse,531,-22.74740257,34.1297683,23.8,0.38,48.2,13.5,2016,0.1
Inhambane,Mecrusse,524,-22.74766666,34.09179011,20.14,0,36.1,10.11,2016,0.1
Inhambane,Mecrusse,521,-22.74767331,34.0908163,24.16,3.95,37.58,10.52,2016,0.1
Gaza,Mecrusse,GZ0161392,-22.74839872,32.18186738,65.97,27.28,54.72,14.06,2016,0.1
Gaza,Mecrusse,GZ0161393,-22.7484037,32.18284127,71.95,32.81,59.09,14.65,2016,0.1
Gaza,Mecrusse,GZ0161391,-22.749302,32.181862,86.2,34.18,70.63,18.25,2016,0.1
Gaza,Mecrusse,GZ0161394,-22.74930699,32.1828359,83.19,39.65,68.18,17.09,2016,0.1
Inhambane,Mecrusse,563,-22.78143939,34.28687386,139.37,48.47,135.25,33.42,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",562,-22.78144724,34.28589989,25.92,4.32,25.81,15.87,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",543,-22.78174887,34.24791443,47.7,0,48.87,28.75,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",542,-22.78175648,34.24694044,43.11,2.71,46.58,22.45,2016,0.1
Inhambane,Mecrusse,564,-22.78234253,34.28688234,137.94,56.64,119.36,28.83,2016,0.1
Inhambane,Mecrusse,561,-22.78235038,34.28590835,114.9,43.8,119.87,30.91,2016,0.1
Inhambane,Mecrusse,463,-22.78262026,34.13103222,228.83,106.15,182.23,44.09,2016,0.1
Inhambane,Mecrusse,462,-22.78262717,34.13005818,129.82,49.24,104.84,25.75,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",544,-22.78265202,34.24792265,58.55,6.98,63.2,32.3,2016,0.1
Inhambane,Mecrusse,541,-22.78265964,34.24694865,180.06,64.28,144,35.09,2016,0.1
Inhambane,Mecrusse,453,-22.78289171,34.09207025,28.28,8.71,24.93,8.29,2016,0.1
Inhambane,Mecrusse,452,-22.78289838,34.0910962,24.43,1.38,31.57,8.8,2016,0.1
Inhambane,Mecrusse,464,-22.78352346,34.13103967,160.29,96.23,143.22,36.11,2016,0.1
Inhambane,Mecrusse,461,-22.78353036,34.13006562,183.09,85.4,146.58,35.37,2016,0.1
Inhambane,Mecrusse,454,-22.78379492,34.09207744,162.43,59.93,135.16,32.58,2016,0.1
Inhambane,Mecrusse,451,-22.78380158,34.09110338,178.25,56.54,143.13,36.92,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",443,-22.81977841,33.97543802,10.02,2.34,10.07,6.13,2016,0.1
Inhambane,Mecrusse,442,-22.81978437,33.97446367,77.32,29.2,61.94,15.28,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",444,-22.82068165,33.97544445,10.39,0.89,10.91,6.74,2016,0.1
Inhambane,Mecrusse,441,-22.82068761,33.97447009,84.42,31.07,67.47,16.62,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",493,-22.8536903,34.28755301,25.9,5.48,29.36,13.38,2016,0.1
Inhambane,Floresta (semi-) sempreverde,492,-22.85369818,34.28657851,28.72,3.31,48.84,12.33,2016,0.1
Inhambane,Mecrusse,503,-22.85400087,34.24857303,33.14,8.94,31.89,8.49,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",502,-22.85400851,34.24759852,16.4,4.17,16.84,12,2016,0.1
Inhambane,Mopane,494,-22.85459343,34.28756151,54.21,10.21,71.35,19.32,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",491,-22.85460131,34.28658701,35.63,5.07,35.84,14.98,2016,0.1
Inhambane,"Floresta (semi-) decidua, incluindo Miombo",504,-22.85490401,34.24858128,8.36,2.81,7.82,5.11,2016,0.1
Inhambane,Mecrusse,501,-22.85491166,34.24760676,73.37,22.04,60.71,17.1,2016,0.1
Gaza,Mecrusse,2015-GZ0152482,-22.85657022,32.15203303,73.78,35.88,59.47,14.97,2016,0.1
Gaza,"Floresta (semi-) decidua, incluindo Miombo",2015-GZ0152483,-22.85657541,32.15300768,44.39,10.53,42.46,23.03,2016,0.1
